exercise_name,exercise_enum_int,exercise_category,exercise_category_enum_int
weighted_single_leg_lowering_drill,18,leg_raise,16
weighted_hanging_knee_raise,19,leg_raise,16
lateral_stepover,20,leg_raise,16
weighted_lateral_stepover,21,leg_raise,16
overhead_lunge,0,lunge,17
lunge_matrix,1,lunge,17
weighted_lunge_matrix,2,lunge,17
alternating_barbell_forward_lunge,3,lunge,17
alternating_dumbbell_lunge_with_reach,4,lunge,17
back_foot_elevated_dumbbell_split_squat,5,lunge,17
barbell_box_lunge,6,lunge,17
barbell_bulgarian_split_squat,7,lunge,17
barbell_crossover_lunge,8,lunge,17
barbell_front_split_squat,9,lunge,17
barbell_lunge,10,lunge,17
barbell_reverse_lunge,11,lunge,17
barbell_side_lunge,12,lunge,17
barbell_split_squat,13,lunge,17
core_control_rear_lunge,14,lunge,17
diagonal_lunge,15,lunge,17
drop_lunge,16,lunge,17
dumbbell_box_lunge,17,lunge,17
dumbbell_bulgarian_split_squat,18,lunge,17
dumbbell_crossover_lunge,19,lunge,17
dumbbell_diagonal_lunge,20,lunge,17
dumbbell_lunge,21,lunge,17
dumbbell_lunge_and_rotation,22,lunge,17
dumbbell_overhead_bulgarian_split_squat,23,lunge,17
dumbbell_reverse_lunge_to_high_knee_and_press,24,lunge,17
dumbbell_side_lunge,25,lunge,17
elevated_front_foot_barbell_split_squat,26,lunge,17
front_foot_elevated_dumbbell_split_squat,27,lunge,17
gunslinger_lunge,28,lunge,17
lawnmower_lunge,29,lunge,17
low_lunge_with_isometric_adduction,30,lunge,17
low_side_to_side_lunge,31,lunge,17
lunge,32,lunge,17
weighted_lunge,33,lunge,17
lunge_with_arm_reach,34,lunge,17
lunge_with_diagonal_reach,35,lunge,17
lunge_with_side_bend,36,lunge,17
offset_dumbbell_lunge,37,lunge,17
offset_dumbbell_reverse_lunge,38,lunge,17
overhead_bulgarian_split_squat,39,lunge,17
overhead_dumbbell_reverse_lunge,40,lunge,17
overhead_dumbbell_split_squat,41,lunge,17
overhead_lunge_with_rotation,42,lunge,17
reverse_barbell_box_lunge,43,lunge,17
reverse_box_lunge,44,lunge,17
reverse_dumbbell_box_lunge,45,lunge,17
reverse_dumbbell_crossover_lunge,46,lunge,17
reverse_dumbbell_diagonal_lunge,47,lunge,17
reverse_lunge_with_reach_back,48,lunge,17
weighted_reverse_lunge_with_reach_back,49,lunge,17
reverse_lunge_with_twist_and_overhead_reach,50,lunge,17
weighted_reverse_lunge_with_twist_and_overhead_reach,51,lunge,17
reverse_sliding_box_lunge,52,lunge,17
weighted_reverse_sliding_box_lunge,53,lunge,17
reverse_sliding_lunge,54,lunge,17
weighted_reverse_sliding_lunge,55,lunge,17
runners_lunge_to_balance,56,lunge,17
weighted_runners_lunge_to_balance,57,lunge,17
shifting_side_lunge,58,lunge,17
side_and_crossover_lunge,59,lunge,17
weighted_side_and_crossover_lunge,60,lunge,17
side_lunge,61,lunge,17
weighted_side_lunge,62,lunge,17
side_lunge_and_press,63,lunge,17
side_lunge_jump_off,64,lunge,17
side_lunge_sweep,65,lunge,17
weighted_side_lunge_sweep,66,lunge,17
side_lunge_to_crossover_tap,67,lunge,17
weighted_side_lunge_to_crossover_tap,68,lunge,17
side_to_side_lunge_chops,69,lunge,17
weighted_side_to_side_lunge_chops,70,lunge,17
siff_jump_lunge,71,lunge,17
weighted_siff_jump_lunge,72,lunge,17
single_arm_reverse_lunge_and_press,73,lunge,17
sliding_lateral_lunge,74,lunge,17
weighted_sliding_lateral_lunge,75,lunge,17
walking_barbell_lunge,76,lunge,17
walking_dumbbell_lunge,77,lunge,17
walking_lunge,78,lunge,17
weighted_walking_lunge,79,lunge,17
wide_grip_overhead_barbell_split_squat,80,lunge,17
alternating_dumbbell_lunge,81,lunge,17
dumbbell_reverse_lunge,82,lunge,17
overhead_dumbbell_lunge,83,lunge,17
scissor_power_switch,84,lunge,17
dumbbell_overhead_walking_lunge,85,lunge,17
curtsy_lunge,86,lunge,17
weighted_curtsy_lunge,87,lunge,17
weighted_shifting_side_lunge,88,lunge,17
weighted_side_lunge_and_press,89,lunge,17
weighted_side_lunge_jump_off,90,lunge,17
barbell_hang_power_clean,0,olympic_lift,18
barbell_hang_squat_clean,1,olympic_lift,18
barbell_power_clean,2,olympic_lift,18
barbell_power_snatch,3,olympic_lift,18
barbell_squat_clean,4,olympic_lift,18
clean_and_jerk,5,olympic_lift,18
barbell_hang_power_snatch,6,olympic_lift,18
barbell_hang_pull,7,olympic_lift,18
barbell_high_pull,8,olympic_lift,18
barbell_snatch,9,olympic_lift,18
barbell_split_jerk,10,olympic_lift,18
clean,11,olympic_lift,18
dumbbell_clean,12,olympic_lift,18
dumbbell_hang_pull,13,olympic_lift,18
one_hand_dumbbell_split_snatch,14,olympic_lift,18
push_jerk,15,olympic_lift,18
single_arm_dumbbell_snatch,16,olympic_lift,18
single_arm_hang_snatch,17,olympic_lift,18
single_arm_kettlebell_snatch,18,olympic_lift,18
split_jerk,19,olympic_lift,18
squat_clean_and_jerk,20,olympic_lift,18
dumbbell_hang_snatch,21,olympic_lift,18
dumbbell_power_clean_and_jerk,22,olympic_lift,18
dumbbell_power_clean_and_push_press,23,olympic_lift,18
dumbbell_power_clean_and_strict_press,24,olympic_lift,18
dumbbell_snatch,25,olympic_lift,18
medicine_ball_clean,26,olympic_lift,18
clean_and_press,27,olympic_lift,18
snatch,28,olympic_lift,18
45_degree_plank,0,plank,19
weighted_45_degree_plank,1,plank,19
90_degree_static_hold,2,plank,19
weighted_90_degree_static_hold,3,plank,19
bear_crawl,4,plank,19
weighted_bear_crawl,5,plank,19
cross_body_mountain_climber,6,plank,19
weighted_cross_body_mountain_climber,7,plank,19
elbow_plank_pike_jacks,8,plank,19
weighted_elbow_plank_pike_jacks,9,plank,19
elevated_feet_plank,10,plank,19
weighted_elevated_feet_plank,11,plank,19
elevator_abs,12,plank,19
weighted_elevator_abs,13,plank,19
extended_plank,14,plank,19
weighted_extended_plank,15,plank,19
full_plank_passe_twist,16,plank,19
weighted_full_plank_passe_twist,17,plank,19
inching_elbow_plank,18,plank,19
weighted_inching_elbow_plank,19,plank,19
inchworm_to_side_plank,20,plank,19
weighted_inchworm_to_side_plank,21,plank,19
kneeling_plank,22,plank,19
weighted_kneeling_plank,23,plank,19
kneeling_side_plank_with_leg_lift,24,plank,19
weighted_kneeling_side_plank_with_leg_lift,25,plank,19
lateral_roll,26,plank,19
weighted_lateral_roll,27,plank,19
lying_reverse_plank,28,plank,19
weighted_lying_reverse_plank,29,plank,19
medicine_ball_mountain_climber,30,plank,19
weighted_medicine_ball_mountain_climber,31,plank,19
modified_mountain_climber_and_extension,32,plank,19
weighted_modified_mountain_climber_and_extension,33,plank,19
mountain_climber,34,plank,19
weighted_mountain_climber,35,plank,19
mountain_climber_on_sliding_discs,36,plank,19
weighted_mountain_climber_on_sliding_discs,37,plank,19
mountain_climber_with_feet_on_bosu_ball,38,plank,19
weighted_mountain_climber_with_feet_on_bosu_ball,39,plank,19
mountain_climber_with_hands_on_bench,40,plank,19
mountain_climber_with_hands_on_swiss_ball,41,plank,19
weighted_mountain_climber_with_hands_on_swiss_ball,42,plank,19
plank,43,plank,19
plank_jacks_with_feet_on_sliding_discs,44,plank,19
weighted_plank_jacks_with_feet_on_sliding_discs,45,plank,19
plank_knee_twist,46,plank,19
weighted_plank_knee_twist,47,plank,19
plank_pike_jumps,48,plank,19
weighted_plank_pike_jumps,49,plank,19
plank_pikes,50,plank,19
weighted_plank_pikes,51,plank,19
plank_to_stand_up,52,plank,19
weighted_plank_to_stand_up,53,plank,19
plank_with_arm_raise,54,plank,19
weighted_plank_with_arm_raise,55,plank,19
plank_with_knee_to_elbow,56,plank,19
weighted_plank_with_knee_to_elbow,57,plank,19
plank_with_oblique_crunch,58,plank,19
weighted_plank_with_oblique_crunch,59,plank,19
plyometric_side_plank,60,plank,19
weighted_plyometric_side_plank,61,plank,19
rolling_side_plank,62,plank,19
weighted_rolling_side_plank,63,plank,19
side_kick_plank,64,plank,19
weighted_side_kick_plank,65,plank,19
side_plank,66,plank,19
weighted_side_plank,67,plank,19
side_plank_and_row,68,plank,19
weighted_side_plank_and_row,69,plank,19
side_plank_lift,70,plank,19
weighted_side_plank_lift,71,plank,19
side_plank_with_elbow_on_bosu_ball,72,plank,19
weighted_side_plank_with_elbow_on_bosu_ball,73,plank,19
side_plank_with_feet_on_bench,74,plank,19
weighted_side_plank_with_feet_on_bench,75,plank,19
side_plank_with_knee_circle,76,plank,19
weighted_side_plank_with_knee_circle,77,plank,19
side_plank_with_knee_tuck,78,plank,19
weighted_side_plank_with_knee_tuck,79,plank,19
side_plank_with_leg_lift,80,plank,19
weighted_side_plank_with_leg_lift,81,plank,19
side_plank_with_reach_under,82,plank,19
weighted_side_plank_with_reach_under,83,plank,19
single_leg_elevated_feet_plank,84,plank,19
weighted_single_leg_elevated_feet_plank,85,plank,19
single_leg_flex_and_extend,86,plank,19
weighted_single_leg_flex_and_extend,87,plank,19
single_leg_side_plank,88,plank,19
weighted_single_leg_side_plank,89,plank,19
spiderman_plank,90,plank,19
weighted_spiderman_plank,91,plank,19
straight_arm_plank,92,plank,19
weighted_straight_arm_plank,93,plank,19
straight_arm_plank_with_shoulder_touch,94,plank,19
weighted_straight_arm_plank_with_shoulder_touch,95,plank,19
swiss_ball_plank,96,plank,19
weighted_swiss_ball_plank,97,plank,19
swiss_ball_plank_leg_lift,98,plank,19
weighted_swiss_ball_plank_leg_lift,99,plank,19
swiss_ball_plank_leg_lift_and_hold,100,plank,19
swiss_ball_plank_with_feet_on_bench,101,plank,19
weighted_swiss_ball_plank_with_feet_on_bench,102,plank,19
swiss_ball_prone_jackknife,103,plank,19
weighted_swiss_ball_prone_jackknife,104,plank,19
swiss_ball_side_plank,105,plank,19
weighted_swiss_ball_side_plank,106,plank,19
three_way_plank,107,plank,19
weighted_three_way_plank,108,plank,19
towel_plank_and_knee_in,109,plank,19
weighted_towel_plank_and_knee_in,110,plank,19
t_stabilization,111,plank,19
weighted_t_stabilization,112,plank,19
turkish_get_up_to_side_plank,113,plank,19
weighted_turkish_get_up_to_side_plank,114,plank,19
two_point_plank,115,plank,19
weighted_two_point_plank,116,plank,19
weighted_plank,117,plank,19
wide_stance_plank_with_diagonal_arm_lift,118,plank,19
weighted_wide_stance_plank_with_diagonal_arm_lift,119,plank,19
wide_stance_plank_with_diagonal_leg_lift,120,plank,19
weighted_wide_stance_plank_with_diagonal_leg_lift,121,plank,19
wide_stance_plank_with_leg_lift,122,plank,19
weighted_wide_stance_plank_with_leg_lift,123,plank,19
wide_stance_plank_with_opposite_arm_and_leg_lift,124,plank,19
weighted_mountain_climber_with_hands_on_bench,125,plank,19
weighted_swiss_ball_plank_leg_lift_and_hold,126,plank,19
weighted_wide_stance_plank_with_opposite_arm_and_leg_lift,127,plank,19
plank_with_feet_on_swiss_ball,128,plank,19
side_plank_to_plank_with_reach_under,129,plank,19
bridge_with_glute_lower_lift,130,plank,19
bridge_one_leg_bridge,131,plank,19
plank_with_arm_variations,132,plank,19
plank_with_leg_lift,133,plank,19
reverse_plank_with_leg_pull,134,plank,19
ring_plank_sprawls,135,plank,19
alternating_jump_lunge,0,plyo,20
weighted_alternating_jump_lunge,1,plyo,20
barbell_jump_squat,2,plyo,20
body_weight_jump_squat,3,plyo,20
weighted_jump_squat,4,plyo,20
cross_knee_strike,5,plyo,20
weighted_cross_knee_strike,6,plyo,20
depth_jump,7,plyo,20
weighted_depth_jump,8,plyo,20
dumbbell_jump_squat,9,plyo,20
dumbbell_split_jump,10,plyo,20
front_knee_strike,11,plyo,20
weighted_front_knee_strike,12,plyo,20
high_box_jump,13,plyo,20
weighted_high_box_jump,14,plyo,20
isometric_explosive_body_weight_jump_squat,15,plyo,20
weighted_isometric_explosive_jump_squat,16,plyo,20
lateral_leap_and_hop,17,plyo,20
weighted_lateral_leap_and_hop,18,plyo,20
lateral_plyo_squats,19,plyo,20
weighted_lateral_plyo_squats,20,plyo,20
lateral_slide,21,plyo,20
weighted_lateral_slide,22,plyo,20
medicine_ball_overhead_throws,23,plyo,20
medicine_ball_side_throw,24,plyo,20
medicine_ball_slam,25,plyo,20
side_to_side_medicine_ball_throws,26,plyo,20
side_to_side_shuffle_jump,27,plyo,20
weighted_side_to_side_shuffle_jump,28,plyo,20
squat_jump_onto_box,29,plyo,20
weighted_squat_jump_onto_box,30,plyo,20
squat_jumps_in_and_out,31,plyo,20
weighted_squat_jumps_in_and_out,32,plyo,20
box_jump,33,plyo,20
box_jump_overs,34,plyo,20
box_jump_overs_over_the_box,35,plyo,20
star_jump_squats,36,plyo,20
jump_squat,37,plyo,20
banded_pull_ups,0,pull_up,21
30_degree_lat_pulldown,1,pull_up,21
band_assisted_chin_up,2,pull_up,21
close_grip_chin_up,3,pull_up,21
weighted_close_grip_chin_up,4,pull_up,21
close_grip_lat_pulldown,5,pull_up,21
crossover_chin_up,6,pull_up,21
weighted_crossover_chin_up,7,pull_up,21
ez_bar_pullover,8,pull_up,21
hanging_hurdle,9,pull_up,21
weighted_hanging_hurdle,10,pull_up,21
kneeling_lat_pulldown,11,pull_up,21
kneeling_underhand_grip_lat_pulldown,12,pull_up,21
lat_pulldown,13,pull_up,21
mixed_grip_chin_up,14,pull_up,21
weighted_mixed_grip_chin_up,15,pull_up,21
mixed_grip_pull_up,16,pull_up,21
weighted_mixed_grip_pull_up,17,pull_up,21
reverse_grip_pulldown,18,pull_up,21
standing_cable_pullover,19,pull_up,21
straight_arm_pulldown,20,pull_up,21
swiss_ball_ez_bar_pullover,21,pull_up,21
towel_pull_up,22,pull_up,21
weighted_towel_pull_up,23,pull_up,21
weighted_pull_up,24,pull_up,21
wide_grip_lat_pulldown,25,pull_up,21
wide_grip_pull_up,26,pull_up,21
weighted_wide_grip_pull_up,27,pull_up,21
burpee_pull_up,28,pull_up,21
weighted_burpee_pull_up,29,pull_up,21
jumping_pull_ups,30,pull_up,21
weighted_jumping_pull_ups,31,pull_up,21
kipping_pull_up,32,pull_up,21
weighted_kipping_pull_up,33,pull_up,21
l_pull_up,34,pull_up,21
weighted_l_pull_up,35,pull_up,21
suspended_chin_up,36,pull_up,21
weighted_suspended_chin_up,37,pull_up,21
pull_up,38,pull_up,21
chin_up,39,pull_up,21
neutral_grip_chin_up,40,pull_up,21
weighted_chin_up,41,pull_up,21
band_assisted_pull_up,42,pull_up,21
neutral_grip_pull_up,43,pull_up,21
weighted_neutral_grip_chin_up,44,pull_up,21
weighted_neutral_grip_pull_up,45,pull_up,21
chest_press_with_band,0,push_up,22
alternating_staggered_push_up,1,push_up,22
weighted_alternating_staggered_push_up,2,push_up,22
alternating_hands_medicine_ball_push_up,3,push_up,22
weighted_alternating_hands_medicine_ball_push_up,4,push_up,22
bosu_ball_push_up,5,push_up,22
weighted_bosu_ball_push_up,6,push_up,22
clapping_push_up,7,push_up,22
weighted_clapping_push_up,8,push_up,22
close_grip_medicine_ball_push_up,9,push_up,22
weighted_close_grip_medicine_ball_push_up,10,push_up,22
close_hands_push_up,11,push_up,22
weighted_close_hands_push_up,12,push_up,22
decline_push_up,13,push_up,22
weighted_decline_push_up,14,push_up,22
diamond_push_up,15,push_up,22
weighted_diamond_push_up,16,push_up,22
explosive_crossover_push_up,17,push_up,22
weighted_explosive_crossover_push_up,18,push_up,22
explosive_push_up,19,push_up,22
weighted_explosive_push_up,20,push_up,22
feet_elevated_side_to_side_push_up,21,push_up,22
weighted_feet_elevated_side_to_side_push_up,22,push_up,22
hand_release_push_up,23,push_up,22
weighted_hand_release_push_up,24,push_up,22
handstand_push_up,25,push_up,22
weighted_handstand_push_up,26,push_up,22
incline_push_up,27,push_up,22
weighted_incline_push_up,28,push_up,22
isometric_explosive_push_up,29,push_up,22
weighted_isometric_explosive_push_up,30,push_up,22
judo_push_up,31,push_up,22
weighted_judo_push_up,32,push_up,22
kneeling_push_up,33,push_up,22
weighted_kneeling_push_up,34,push_up,22
medicine_ball_chest_pass,35,push_up,22
medicine_ball_push_up,36,push_up,22
weighted_medicine_ball_push_up,37,push_up,22
one_arm_push_up,38,push_up,22
weighted_one_arm_push_up,39,push_up,22
weighted_push_up,40,push_up,22
push_up_and_row,41,push_up,22
weighted_push_up_and_row,42,push_up,22
push_up_plus,43,push_up,22
weighted_push_up_plus,44,push_up,22
push_up_with_feet_on_swiss_ball,45,push_up,22
weighted_push_up_with_feet_on_swiss_ball,46,push_up,22
push_up_with_one_hand_on_medicine_ball,47,push_up,22
weighted_push_up_with_one_hand_on_medicine_ball,48,push_up,22
shoulder_push_up,49,push_up,22
weighted_shoulder_push_up,50,push_up,22
single_arm_medicine_ball_push_up,51,push_up,22
weighted_single_arm_medicine_ball_push_up,52,push_up,22
spiderman_push_up,53,push_up,22
weighted_spiderman_push_up,54,push_up,22
stacked_feet_push_up,55,push_up,22
weighted_stacked_feet_push_up,56,push_up,22
staggered_hands_push_up,57,push_up,22
weighted_staggered_hands_push_up,58,push_up,22
suspended_push_up,59,push_up,22
weighted_suspended_push_up,60,push_up,22
swiss_ball_push_up,61,push_up,22
weighted_swiss_ball_push_up,62,push_up,22
swiss_ball_push_up_plus,63,push_up,22
weighted_swiss_ball_push_up_plus,64,push_up,22
t_push_up,65,push_up,22
weighted_t_push_up,66,push_up,22
triple_stop_push_up,67,push_up,22
weighted_triple_stop_push_up,68,push_up,22
wide_hands_push_up,69,push_up,22
weighted_wide_hands_push_up,70,push_up,22
parallette_handstand_push_up,71,push_up,22
weighted_parallette_handstand_push_up,72,push_up,22
ring_handstand_push_up,73,push_up,22
weighted_ring_handstand_push_up,74,push_up,22
ring_push_up,75,push_up,22
weighted_ring_push_up,76,push_up,22
push_up,77,push_up,22
pilates_pushup,78,push_up,22
dynamic_push_up,79,push_up,22
kipping_handstand_push_up,80,push_up,22
shoulder_tapping_push_up,81,push_up,22
biceps_push_up,82,push_up,22
hindu_push_up,83,push_up,22
pike_push_up,84,push_up,22
wide_grip_push_up,85,push_up,22
weighted_biceps_push_up,86,push_up,22
weighted_hindu_push_up,87,push_up,22
weighted_pike_push_up,88,push_up,22
kipping_parallette_handstand_push_up,89,push_up,22
wall_push_up,90,push_up,22
barbell_straight_leg_deadlift_to_row,0,row,23
cable_row_standing,1,row,23
dumbbell_row,2,row,23
elevated_feet_inverted_row,3,row,23
weighted_elevated_feet_inverted_row,4,row,23
face_pull,5,row,23
face_pull_with_external_rotation,6,row,23
inverted_row_with_feet_on_swiss_ball,7,row,23
weighted_inverted_row_with_feet_on_swiss_ball,8,row,23
kettlebell_row,9,row,23
modified_inverted_row,10,row,23
weighted_modified_inverted_row,11,row,23
neutral_grip_alternating_dumbbell_row,12,row,23
one_arm_bent_over_row,13,row,23
one_legged_dumbbell_row,14,row,23
renegade_row,15,row,23
reverse_grip_barbell_row,16,row,23
rope_handle_cable_row,17,row,23
seated_cable_row,18,row,23
seated_dumbbell_row,19,row,23
single_arm_cable_row,20,row,23
single_arm_cable_row_and_rotation,21,row,23
single_arm_inverted_row,22,row,23
weighted_single_arm_inverted_row,23,row,23
single_arm_neutral_grip_dumbbell_row,24,row,23
single_arm_neutral_grip_dumbbell_row_and_rotation,25,row,23
suspended_inverted_row,26,row,23
weighted_suspended_inverted_row,27,row,23
t_bar_row,28,row,23
towel_grip_inverted_row,29,row,23
weighted_towel_grip_inverted_row,30,row,23
underhand_grip_cable_row,31,row,23
v_grip_cable_row,32,row,23
wide_grip_seated_cable_row,33,row,23
alternating_dumbbell_row,34,row,23
inverted_row,35,row,23
row,36,row,23
weighted_row,37,row,23
indoor_row,38,row,23
banded_face_pulls,39,row,23
chest_supported_dumbbell_row,40,row,23
decline_ring_row,41,row,23
elevated_ring_row,42,row,23
rdl_bent_over_row_with_barbell_dumbbell,43,row,23
ring_row,44,row,23
barbell_row,45,row,23
bent_over_row_with_barbell,46,row,23
bent_over_row_with_dumbell,47,row,23
seated_underhand_grip_cable_row,48,row,23
trx_inverted_row,49,row,23
weighted_inverted_row,50,row,23
weighted_trx_inverted_row,51,row,23
dumbbell_row_wheelchair,52,row,23
alternating_dumbbell_shoulder_press,0,shoulder_press,24
arnold_press,1,shoulder_press,24
barbell_front_squat_to_push_press,2,shoulder_press,24
barbell_push_press,3,shoulder_press,24
barbell_shoulder_press,4,shoulder_press,24
dead_curl_press,5,shoulder_press,24
dumbbell_alternating_shoulder_press_and_twist,6,shoulder_press,24
dumbbell_hammer_curl_to_lunge_to_press,7,shoulder_press,24
dumbbell_push_press,8,shoulder_press,24
floor_inverted_shoulder_press,9,shoulder_press,24
weighted_floor_inverted_shoulder_press,10,shoulder_press,24
inverted_shoulder_press,11,shoulder_press,24
weighted_inverted_shoulder_press,12,shoulder_press,24
one_arm_push_press,13,shoulder_press,24
overhead_barbell_press,14,shoulder_press,24
overhead_dumbbell_press,15,shoulder_press,24
seated_barbell_shoulder_press,16,shoulder_press,24
seated_dumbbell_shoulder_press,17,shoulder_press,24
single_arm_dumbbell_shoulder_press,18,shoulder_press,24
single_arm_step_up_and_press,19,shoulder_press,24
smith_machine_overhead_press,20,shoulder_press,24
split_stance_hammer_curl_to_press,21,shoulder_press,24
swiss_ball_dumbbell_shoulder_press,22,shoulder_press,24
weight_plate_front_raise,23,shoulder_press,24
dumbbell_shoulder_press,24,shoulder_press,24
military_press,25,shoulder_press,24
strict_press,27,shoulder_press,24
dumbbell_front_raise,28,shoulder_press,24
dumbbell_curl_to_overhead_press_wheelchair,29,shoulder_press,24
arnold_press_wheelchair,30,shoulder_press,24
overhead_dumbbell_press_wheelchair,31,shoulder_press,24
90_degree_cable_external_rotation,0,shoulder_stability,25
band_external_rotation,1,shoulder_stability,25
band_internal_rotation,2,shoulder_stability,25
bent_arm_lateral_raise_and_external_rotation,3,shoulder_stability,25
cable_external_rotation,4,shoulder_stability,25
dumbbell_face_pull_with_external_rotation,5,shoulder_stability,25
floor_i_raise,6,shoulder_stability,25
weighted_floor_i_raise,7,shoulder_stability,25
floor_t_raise,8,shoulder_stability,25
weighted_floor_t_raise,9,shoulder_stability,25
floor_y_raise,10,shoulder_stability,25
weighted_floor_y_raise,11,shoulder_stability,25
incline_i_raise,12,shoulder_stability,25
weighted_incline_i_raise,13,shoulder_stability,25
incline_l_raise,14,shoulder_stability,25
weighted_incline_l_raise,15,shoulder_stability,25
incline_t_raise,16,shoulder_stability,25
weighted_incline_t_raise,17,shoulder_stability,25
incline_w_raise,18,shoulder_stability,25
weighted_incline_w_raise,19,shoulder_stability,25
incline_y_raise,20,shoulder_stability,25
weighted_incline_y_raise,21,shoulder_stability,25
lying_external_rotation,22,shoulder_stability,25
seated_dumbbell_external_rotation,23,shoulder_stability,25
standing_l_raise,24,shoulder_stability,25
swiss_ball_i_raise,25,shoulder_stability,25
weighted_swiss_ball_i_raise,26,shoulder_stability,25
swiss_ball_t_raise,27,shoulder_stability,25
weighted_swiss_ball_t_raise,28,shoulder_stability,25
swiss_ball_w_raise,29,shoulder_stability,25
weighted_swiss_ball_w_raise,30,shoulder_stability,25
swiss_ball_y_raise,31,shoulder_stability,25
weighted_swiss_ball_y_raise,32,shoulder_stability,25
cable_internal_rotation,33,shoulder_stability,25
lying_internal_rotation,34,shoulder_stability,25
seated_dumbbell_internal_rotation,35,shoulder_stability,25
barbell_jump_shrug,0,shrug,26
barbell_shrug,1,shrug,26
barbell_upright_row,2,shrug,26
behind_the_back_smith_machine_shrug,3,shrug,26
dumbbell_jump_shrug,4,shrug,26
dumbbell_shrug,5,shrug,26
dumbbell_upright_row,6,shrug,26
incline_dumbbell_shrug,7,shrug,26
overhead_barbell_shrug,8,shrug,26
overhead_dumbbell_shrug,9,shrug,26
scaption_and_shrug,10,shrug,26
scapular_retraction,11,shrug,26
serratus_chair_shrug,12,shrug,26
weighted_serratus_chair_shrug,13,shrug,26
serratus_shrug,14,shrug,26
weighted_serratus_shrug,15,shrug,26
wide_grip_jump_shrug,16,shrug,26
wide_grip_barbell_shrug,17,shrug,26
behind_the_back_shrug,18,shrug,26
dumbbell_shrug_wheelchair,19,shrug,26
shrug_wheelchair,20,shrug,26
shrug_arm_down_wheelchair,21,shrug,26
shrug_arm_mid_wheelchair,22,shrug,26
shrug_arm_up_wheelchair,23,shrug,26
upright_row,24,shrug,26
alternating_sit_up,0,sit_up,27
weighted_alternating_sit_up,1,sit_up,27
bent_knee_v_up,2,sit_up,27
weighted_bent_knee_v_up,3,sit_up,27
butterfly_sit_up,4,sit_up,27
