exercise_name,exercise_enum_int,exercise_category,exercise_category_enum_int
weighted_butterfly_situp,5,sit_up,27
cross_punch_roll_up,6,sit_up,27
weighted_cross_punch_roll_up,7,sit_up,27
crossed_arms_sit_up,8,sit_up,27
weighted_crossed_arms_sit_up,9,sit_up,27
get_up_sit_up,10,sit_up,27
weighted_get_up_sit_up,11,sit_up,27
hovering_sit_up,12,sit_up,27
weighted_hovering_sit_up,13,sit_up,27
kettlebell_sit_up,14,sit_up,27
medicine_ball_alternating_v_up,15,sit_up,27
medicine_ball_sit_up,16,sit_up,27
medicine_ball_v_up,17,sit_up,27
modified_sit_up,18,sit_up,27
negative_sit_up,19,sit_up,27
one_arm_full_sit_up,20,sit_up,27
reclining_circle,21,sit_up,27
weighted_reclining_circle,22,sit_up,27
reverse_curl_up,23,sit_up,27
weighted_reverse_curl_up,24,sit_up,27
single_leg_swiss_ball_jackknife,25,sit_up,27
weighted_single_leg_swiss_ball_jackknife,26,sit_up,27
the_teaser,27,sit_up,27
the_teaser_weighted,28,sit_up,27
three_part_roll_down,29,sit_up,27
weighted_three_part_roll_down,30,sit_up,27
v_up,31,sit_up,27
weighted_v_up,32,sit_up,27
weighted_russian_twist_on_swiss_ball,33,sit_up,27
weighted_sit_up,34,sit_up,27
x_abs,35,sit_up,27
weighted_x_abs,36,sit_up,27
sit_up,37,sit_up,27
ghd_sit_ups,38,sit_up,27
sit_up_turkish_get_up,39,sit_up,27
russian_twist_on_swiss_ball,40,sit_up,27
leg_press,0,squat,28
back_squat_with_body_bar,1,squat,28
back_squats,2,squat,28
weighted_back_squats,3,squat,28
balancing_squat,4,squat,28
weighted_balancing_squat,5,squat,28
barbell_back_squat,6,squat,28
barbell_box_squat,7,squat,28
barbell_front_squat,8,squat,28
barbell_hack_squat,9,squat,28
barbell_hang_squat_snatch,10,squat,28
barbell_lateral_step_up,11,squat,28
barbell_quarter_squat,12,squat,28
barbell_siff_squat,13,squat,28
barbell_squat_snatch,14,squat,28
barbell_squat_with_heels_raised,15,squat,28
barbell_stepover,16,squat,28
barbell_step_up,17,squat,28
bench_squat_with_rotational_chop,18,squat,28
weighted_bench_squat_with_rotational_chop,19,squat,28
body_weight_wall_squat,20,squat,28
weighted_wall_squat,21,squat,28
box_step_squat,22,squat,28
weighted_box_step_squat,23,squat,28
braced_squat,24,squat,28
crossed_arm_barbell_front_squat,25,squat,28
crossover_dumbbell_step_up,26,squat,28
dumbbell_front_squat,27,squat,28
dumbbell_split_squat,28,squat,28
dumbbell_squat,29,squat,28
dumbbell_squat_clean,30,squat,28
dumbbell_stepover,31,squat,28
dumbbell_step_up,32,squat,28
elevated_single_leg_squat,33,squat,28
weighted_elevated_single_leg_squat,34,squat,28
figure_four_squats,35,squat,28
weighted_figure_four_squats,36,squat,28
goblet_squat,37,squat,28
kettlebell_squat,38,squat,28
kettlebell_swing_overhead,39,squat,28
kettlebell_swing_with_flip_to_squat,40,squat,28
lateral_dumbbell_step_up,41,squat,28
one_legged_squat,42,squat,28
overhead_dumbbell_squat,43,squat,28
overhead_squat,44,squat,28
partial_single_leg_squat,45,squat,28
weighted_partial_single_leg_squat,46,squat,28
pistol_squat,47,squat,28
weighted_pistol_squat,48,squat,28
plie_slides,49,squat,28
weighted_plie_slides,50,squat,28
plie_squat,51,squat,28
weighted_plie_squat,52,squat,28
prisoner_squat,53,squat,28
weighted_prisoner_squat,54,squat,28
single_leg_bench_get_up,55,squat,28
weighted_single_leg_bench_get_up,56,squat,28
single_leg_bench_squat,57,squat,28
weighted_single_leg_bench_squat,58,squat,28
single_leg_squat_on_swiss_ball,59,squat,28
weighted_single_leg_squat_on_swiss_ball,60,squat,28
squat,61,squat,28
weighted_squat,62,squat,28
squats_with_band,63,squat,28
staggered_squat,64,squat,28
weighted_staggered_squat,65,squat,28
step_up,66,squat,28
weighted_step_up,67,squat,28
suitcase_squats,68,squat,28
sumo_squat,69,squat,28
sumo_squat_slide_in,70,squat,28
weighted_sumo_squat_slide_in,71,squat,28
sumo_squat_to_high_pull,72,squat,28
sumo_squat_to_stand,73,squat,28
weighted_sumo_squat_to_stand,74,squat,28
sumo_squat_with_rotation,75,squat,28
weighted_sumo_squat_with_rotation,76,squat,28
swiss_ball_body_weight_wall_squat,77,squat,28
weighted_swiss_ball_wall_squat,78,squat,28
thrusters,79,squat,28
uneven_squat,80,squat,28
weighted_uneven_squat,81,squat,28
waist_slimming_squat,82,squat,28
wall_ball,83,squat,28
wide_stance_barbell_squat,84,squat,28
wide_stance_goblet_squat,85,squat,28
zercher_squat,86,squat,28
kbs_overhead,87,squat,28
squat_and_side_kick,88,squat,28
squat_jumps_in_n_out,89,squat,28
pilates_plie_squats_parallel_turned_out_flat_and_heels,90,squat,28
releve_straight_leg_and_knee_bent_with_one_leg_variation,91,squat,28
alternating_box_dumbbell_step_ups,92,squat,28
dumbbell_overhead_squat_single_arm,93,squat,28
dumbbell_squat_snatch,94,squat,28
medicine_ball_squat,95,squat,28
wall_ball_squat_and_press,97,squat,28
squat_american_swing,98,squat,28
air_squat,100,squat,28
dumbbell_thrusters,101,squat,28
overhead_barbell_squat,102,squat,28
burpee,0,total_body,29
weighted_burpee,1,total_body,29
burpee_box_jump,2,total_body,29
weighted_burpee_box_jump,3,total_body,29
high_pull_burpee,4,total_body,29
man_makers,5,total_body,29
one_arm_burpee,6,total_body,29
squat_thrusts,7,total_body,29
weighted_squat_thrusts,8,total_body,29
squat_plank_push_up,9,total_body,29
weighted_squat_plank_push_up,10,total_body,29
standing_t_rotation_balance,11,total_body,29
weighted_standing_t_rotation_balance,12,total_body,29
barbell_burpee,13,total_body,29
burpee_box_jump_over_yes_literally_jumping_over_the_box,15,total_body,29
burpee_box_jump_step_up_over,16,total_body,29
lateral_barbell_burpee,17,total_body,29
total_body_burpee_over_bar,18,total_body,29
burpee_box_jump_over,19,total_body,29
burpee_wheelchair,20,total_body,29
bench_dip,0,triceps_extension,30
weighted_bench_dip,1,triceps_extension,30
body_weight_dip,2,triceps_extension,30
cable_kickback,3,triceps_extension,30
cable_lying_triceps_extension,4,triceps_extension,30
cable_overhead_triceps_extension,5,triceps_extension,30
dumbbell_kickback,6,triceps_extension,30
dumbbell_lying_triceps_extension,7,triceps_extension,30
ez_bar_overhead_triceps_extension,8,triceps_extension,30
incline_dip,9,triceps_extension,30
weighted_incline_dip,10,triceps_extension,30
incline_ez_bar_lying_triceps_extension,11,triceps_extension,30
lying_dumbbell_pullover_to_extension,12,triceps_extension,30
lying_ez_bar_triceps_extension,13,triceps_extension,30
lying_triceps_extension_to_close_grip_bench_press,14,triceps_extension,30
overhead_dumbbell_triceps_extension,15,triceps_extension,30
reclining_triceps_press,16,triceps_extension,30
reverse_grip_pressdown,17,triceps_extension,30
reverse_grip_triceps_pressdown,18,triceps_extension,30
rope_pressdown,19,triceps_extension,30
seated_barbell_overhead_triceps_extension,20,triceps_extension,30
seated_dumbbell_overhead_triceps_extension,21,triceps_extension,30
seated_ez_bar_overhead_triceps_extension,22,triceps_extension,30
seated_single_arm_overhead_dumbbell_extension,23,triceps_extension,30
single_arm_dumbbell_overhead_triceps_extension,24,triceps_extension,30
single_dumbbell_seated_overhead_triceps_extension,25,triceps_extension,30
single_leg_bench_dip_and_kick,26,triceps_extension,30
weighted_single_leg_bench_dip_and_kick,27,triceps_extension,30
single_leg_dip,28,triceps_extension,30
weighted_single_leg_dip,29,triceps_extension,30
static_lying_triceps_extension,30,triceps_extension,30
suspended_dip,31,triceps_extension,30
weighted_suspended_dip,32,triceps_extension,30
swiss_ball_dumbbell_lying_triceps_extension,33,triceps_extension,30
swiss_ball_ez_bar_lying_triceps_extension,34,triceps_extension,30
swiss_ball_ez_bar_overhead_triceps_extension,35,triceps_extension,30
tabletop_dip,36,triceps_extension,30
weighted_tabletop_dip,37,triceps_extension,30
triceps_extension_on_floor,38,triceps_extension,30
triceps_pressdown,39,triceps_extension,30
weighted_dip,40,triceps_extension,30
alternating_dumbbell_lying_triceps_extension,41,triceps_extension,30
triceps_press,42,triceps_extension,30
dumbbell_kickback_wheelchair,43,triceps_extension,30
overhead_dumbbell_triceps_extension_wheelchair,44,triceps_extension,30
quadruped_rocking,0,warm_up,31
neck_tilts,1,warm_up,31
ankle_circles,2,warm_up,31
ankle_dorsiflexion_with_band,3,warm_up,31
ankle_internal_rotation,4,warm_up,31
arm_circles,5,warm_up,31
bent_over_reach_to_sky,6,warm_up,31
cat_camel,7,warm_up,31
elbow_to_foot_lunge,8,warm_up,31
forward_and_backward_leg_swings,9,warm_up,31
groiners,10,warm_up,31
inverted_hamstring_stretch,11,warm_up,31
lateral_duck_under,12,warm_up,31
neck_rotations,13,warm_up,31
opposite_arm_and_leg_balance,14,warm_up,31
reach_roll_and_lift,15,warm_up,31
scorpion,16,warm_up,31
shoulder_circles,17,warm_up,31
side_to_side_leg_swings,18,warm_up,31
sleeper_stretch,19,warm_up,31
slide_out,20,warm_up,31
swiss_ball_hip_crossover,21,warm_up,31
swiss_ball_reach_roll_and_lift,22,warm_up,31
swiss_ball_windshield_wipers,23,warm_up,31
thoracic_rotation,24,warm_up,31
walking_high_kicks,25,warm_up,31
walking_high_knees,26,warm_up,31
walking_knee_hugs,27,warm_up,31
walking_leg_cradles,28,warm_up,31
walkout,29,warm_up,31
walkout_from_push_up_position,30,warm_up,31
biceps_stretch,31,warm_up,31
glutes_stretch,32,warm_up,31
standing_hamstring_stretch,33,warm_up,31
stretch_90_90,34,warm_up,31
stretch_abs,35,warm_up,31
stretch_butterfly,36,warm_up,31
stretch_calf,37,warm_up,31
stretch_cat_cow,38,warm_up,31
stretch_childs_pose,39,warm_up,31
stretch_cobra,40,warm_up,31
stretch_forearms,41,warm_up,31
stretch_forward_glutes,42,warm_up,31
stretch_front_split,43,warm_up,31
stretch_hamstring,44,warm_up,31
stretch_hip_flexor_and_quad,45,warm_up,31
stretch_lat,46,warm_up,31
stretch_levator_scapulae,47,warm_up,31
stretch_lunge_with_spinal_twist,48,warm_up,31
stretch_lunging_hip_flexor,49,warm_up,31
stretch_lying_abduction,50,warm_up,31
stretch_lying_it_band,51,warm_up,31
stretch_lying_knee_to_chest,52,warm_up,31
stretch_lying_piriformis,53,warm_up,31
stretch_lying_spinal_twist,54,warm_up,31
stretch_neck,55,warm_up,31
stretch_obliques,56,warm_up,31
stretch_over_under_shoulder,57,warm_up,31
stretch_pectoral,58,warm_up,31
stretch_pigeon_pose,59,warm_up,31
stretch_piriformis,60,warm_up,31
stretch_quad,61,warm_up,31
stretch_scorpion,62,warm_up,31
stretch_shoulder,63,warm_up,31
stretch_side,64,warm_up,31
stretch_side_lunge,65,warm_up,31
stretch_side_split,66,warm_up,31
stretch_standing_it_band,67,warm_up,31
stretch_straddle,68,warm_up,31
stretch_triceps,69,warm_up,31
stretch_wall_chest_and_shoulder,70,warm_up,31
neck_rotations_wheelchair,71,warm_up,31
half_kneeling_arm_rotation,72,warm_up,31
three_way_ankle_mobilization,73,warm_up,31
ninety_ninety_hip_switch,74,warm_up,31
active_frog,75,warm_up,31
shoulder_sweeps,76,warm_up,31
ankle_lunges,77,warm_up,31
back_roll_foam_roller,78,warm_up,31
bear_crawl,79,warm_up,31
latissimus_dorsi_foam_roll,80,warm_up,31
reverse_t_hip_opener,81,warm_up,31
shoulder_rolls,82,warm_up,31
chest_openers,83,warm_up,31
triceps_stretch,84,warm_up,31
upper_back_stretch,85,warm_up,31
hip_circles,86,warm_up,31
ankle_stretch,87,warm_up,31
marching_in_place,88,warm_up,31
triceps_stretch_wheelchair,89,warm_up,31
upper_back_stretch_wheelchair,90,warm_up,31
run,0,run,32
walk,1,run,32
jog,2,run,32
sprint,3,run,32
run_or_walk,4,run,32
speed_walk,5,run,32
warm_up,6,run,32
bike,0,bike,33
ride,1,bike,33
sprint,2,bike,33
arch_and_curl,0,move,35
arm_circles_with_ball_band_and_weight,1,move,35
arm_stretch,2,move,35
back_massage,3,move,35
belly_breathing,4,move,35
bridge_with_ball,5,move,35
diamond_leg_crunch,6,move,35
diamond_leg_lift,7,move,35
eight_point_shoulder_opener,8,move,35
foot_rolling,9,move,35
footwork,10,move,35
footwork_on_disc,11,move,35
forward_fold,12,move,35
frog_with_band,13,move,35
half_roll_up,14,move,35
hamstring_curl,15,move,35
hamstring_stretch,16,move,35
hip_stretch,17,move,35
hug_a_tree_with_ball_band_and_weight,18,move,35
knee_circles,19,move,35
knee_folds_on_disc,20,move,35
lateral_flexion,21,move,35
leg_stretch_with_band,22,move,35
leg_stretch_with_leg_circles,23,move,35
lower_lift_on_disc,24,move,35
lunge_squat,25,move,35
lunges_with_knee_lift,26,move,35
mermaid_stretch,27,move,35
neutral_pelvic_position,28,move,35
pelvic_clocks_on_disc,29,move,35
pilates_plie_squats_parallel_turned_out_flat_and_heels_with_chair,30,move,35
piriformis_stretch,31,move,35
plank_knee_crosses,32,move,35
plank_knee_pulls,33,move,35
plank_up_downs,34,move,35
prayer_mudra,35,move,35
psoas_lunge_stretch,36,move,35
ribcage_breathing,37,move,35
roll_down,38,move,35
roll_up_with_weight_and_band,39,move,35
saw,40,move,35
scapular_stabilization,41,move,35
scissors_on_disc,42,move,35
seated_hip_stretchup,43,move,35
seated_twist,44,move,35
shaving_the_head_with_ball_band_and_weight,45,move,35
spinal_twist,46,move,35
spinal_twist_stretch,47,move,35
spine_stretch_forward,48,move,35
squat_open_arm_twist_pose,49,move,35
squats_with_ball,50,move,35
stand_and_hang,51,move,35
standing_side_stretch,52,move,35
standing_single_leg_forward_bend_with_it_band_opener,53,move,35
straight_leg_crunch_with_leg_lift,54,move,35
straight_leg_crunch_with_leg_lift_with_ball,55,move,35
straight_leg_crunch_with_legs_crossed,56,move,35
straight_leg_crunch_with_legs_crossed_with_ball,57,move,35
straight_leg_diagonal_crunch,58,move,35
straight_leg_diagonal_crunch_with_ball,59,move,35
tailbone_curl,60,move,35
throat_lock,61,move,35
tick_tock_side_roll,62,move,35
twist,63,move,35
v_leg_crunches,64,move,35
v_sit,65,move,35
forward_fold_wheelchair,66,move,35
forward_fold_plus_wheelchair,67,move,35
arm_circles_low_forward_wheelchair,68,move,35
arm_circles_mid_forward_wheelchair,69,move,35
arm_circles_high_forward_wheelchair,70,move,35
arm_circles_low_backward_wheelchair,71,move,35
arm_circles_mid_backward_wheelchair,72,move,35
arm_circles_high_backward_wheelchair,73,move,35
core_twists_wheelchair,74,move,35
arm_raise_wheelchair,75,move,35
chest_expand_wheelchair,76,move,35
arm_extend_wheelchair,77,move,35
forward_bend_wheelchair,78,move,35
toe_touch_wheelchair,79,move,35
extended_toe_touch_wheelchair,80,move,35
seated_arm_circles,81,move,35
trunk_rotations,82,move,35
seated_trunk_rotations,83,move,35
toe_touch,84,move,35
all_fours,0,pose,36
ankle_to_knee,1,pose,36
baby_cobra,2,pose,36
boat,3,pose,36
bound_angle,4,pose,36
bound_seated_single_leg_forward_bend,5,pose,36
bow,6,pose,36
bowed_half_moon,7,pose,36
bridge,8,pose,36
cat,9,pose,36
chair,10,pose,36
childs,11,pose,36
corpse,12,pose,36
cow_face,13,pose,36
cow,14,pose,36
devotional_warrior,15,pose,36
dolphin_plank,16,pose,36
dolphin,17,pose,36
down_dog_knee_to_nose,18,pose,36
down_dog_split,19,pose,36
down_dog_split_open_hip_bent_knee,20,pose,36
downward_facing_dog,21,pose,36
eagle,22,pose,36
easy_seated,23,pose,36
extended_puppy,24,pose,36
extended_side_angle,25,pose,36
fish,26,pose,36
four_limbed_staff,27,pose,36
full_split,28,pose,36
gate,29,pose,36
half_chair_half_ankle_to_knee,30,pose,36
half_moon,31,pose,36
head_to_knee,32,pose,36
heron,33,pose,36
heros,34,pose,36
high_lunge,35,pose,36
knees_chest_chin,36,pose,36
lizard,37,pose,36
locust,38,pose,36
low_lunge,39,pose,36
low_lunge_twist,40,pose,36
low_lunge_with_knee_down,41,pose,36
mermaid,42,pose,36
mountain,43,pose,36
one_legged_downward_facing_pose_open_hip_bent_knee,44,pose,36
one_legged_pigeon,45,pose,36
peaceful_warrior,46,pose,36
plank,47,pose,36
plow,48,pose,36
reclined_hand_to_foot,49,pose,36
revolved_half_moon,50,pose,36
revolved_head_to_knee,51,pose,36
revolved_triangle,52,pose,36
runners_lunge,53,pose,36
seated_easy_side_bend,54,pose,36
seated_easy_twist,55,pose,36
seated_long_leg_forward_bend,56,pose,36
seated_wide_leg_forward_bend,57,pose,36
shoulder_stand,58,pose,36
side_boat,59,pose,36
side_plank,60,pose,36
sphinx,61,pose,36
squat_open_arm_twist,62,pose,36
squat_palm_press,63,pose,36
staff,64,pose,36
standing_arms_up,65,pose,36
standing_forward_bend_halfway_up,66,pose,36
standing_forward_bend,67,pose,36
standing_side_opener,68,pose,36
standing_single_leg_forward_bend,69,pose,36
standing_split,70,pose,36
standing_wide_leg_forward_bend,71,pose,36
standing_wide_leg_forward_bend_with_twist,72,pose,36
supine_spinal_twist,73,pose,36
table_top,74,pose,36
thread_the_needle,75,pose,36
thunderbolt,76,pose,36
thunderbolt_pose_both_sides_arm_stretch,77,pose,36
tree,78,pose,36
triangle,79,pose,36
up_dog,80,pose,36
upward_facing_plank,81,pose,36
warrior_one,82,pose,36
warrior_three,83,pose,36
warrior_two,84,pose,36
wheel,85,pose,36
wide_side_lunge,86,pose,36
deep_breathing_wheelchair,87,pose,36
deep_breathing_low_wheelchair,88,pose,36
deep_breathing_mid_wheelchair,89,pose,36
deep_breathing_high_wheelchair,90,pose,36
prayer_wheelchair,91,pose,36
overhead_prayer_wheelchair,92,pose,36
cactus_wheelchair,93,pose,36
breathing_punches_wheelchair,94,pose,36
breathing_punches_extended_wheelchair,95,pose,36
breathing_punches_overhead_wheelchair,96,pose,36
breathing_punches_overhead_and_down_wheelchair,97,pose,36
breathing_punches_side_wheelchair,98,pose,36
breathing_punches_extended_side_wheelchair,99,pose,36
breathing_punches_overhead_side_wheelchair,100,pose,36
breathing_punches_overhead_and_down_side_wheelchair,101,pose,36
left_hand_back_wheelchair,102,pose,36
triangle_wheelchair,103,pose,36
thread_the_needle_wheelchair,104,pose,36
neck_flexion_and_extension_wheelchair,105,pose,36
neck_lateral_flexion_wheelchair,106,pose,36
spine_flexion_and_extension_wheelchair,107,pose,36
spine_rotation_wheelchair,108,pose,36
spine_lateral_flexion_wheelchair,109,pose,36
alternative_skiing_wheelchair,110,pose,36
reach_forward_wheelchair,111,pose,36
warrior_wheelchair,112,pose,36
reverse_warrior_wheelchair,113,pose,36
downward_facing_dog_to_cobra,114,pose,36
seated_cat_cow,115,pose,36
ab_twist,1,banded_exercises,37
back_extension,2,banded_exercises,37
bicycle_crunch,3,banded_exercises,37
calf_raises,4,banded_exercises,37
chest_press,5,banded_exercises,37
clam_shells,6,banded_exercises,37
curl,7,banded_exercises,37
deadbug,8,banded_exercises,37
deadlift,9,banded_exercises,37
donkey_kick,10,banded_exercises,37
external_rotation,11,banded_exercises,37
external_rotation_at_90_degree_abduction,12,banded_exercises,37
face_pull,13,banded_exercises,37
fire_hydrant,14,banded_exercises,37
fly,15,banded_exercises,37
front_raise,16,banded_exercises,37
glute_bridge,17,banded_exercises,37
hamstring_curls,18,banded_exercises,37
high_plank_leg_lifts,19,banded_exercises,37
hip_extension,20,banded_exercises,37
internal_rotation,21,banded_exercises,37
jumping_jack,22,banded_exercises,37
kneeling_crunch,23,banded_exercises,37
lateral_band_walks,24,banded_exercises,37
lateral_raise,25,banded_exercises,37
latpull,26,banded_exercises,37
leg_abduction,27,banded_exercises,37
leg_adduction,28,banded_exercises,37
leg_extension,29,banded_exercises,37
lunge,30,banded_exercises,37
plank,31,banded_exercises,37
pull_apart,32,banded_exercises,37
push_ups,33,banded_exercises,37
reverse_crunch,34,banded_exercises,37
row,35,banded_exercises,37
shoulder_abduction,36,banded_exercises,37
shoulder_extension,37,banded_exercises,37
shoulder_external_rotation,38,banded_exercises,37
shoulder_flexion_to_90_degrees,39,banded_exercises,37
side_plank_leg_lifts,40,banded_exercises,37
side_raise,41,banded_exercises,37
squat,42,banded_exercises,37
squat_to_press,43,banded_exercises,37
tricep_extension,44,banded_exercises,37
tricep_kickback,45,banded_exercises,37
upright_row,46,banded_exercises,37
wall_crawl_with_external_rotation,47,banded_exercises,37
lateral_raise_wheelchair,49,banded_exercises,37
triceps_extension_wheelchair,50,banded_exercises,37
chest_fly_incline_wheelchair,51,banded_exercises,37
chest_fly_decline_wheelchair,52,banded_exercises,37
pull_down_wheelchair,53,banded_exercises,37
straight_arm_pull_down_wheelchair,54,banded_exercises,37
curl_wheelchair,55,banded_exercises,37
overhead_curl_wheelchair,56,banded_exercises,37
face_pull_wheelchair,57,banded_exercises,37
around_the_world_wheelchair,58,banded_exercises,37
pull_apart_wheelchair,59,banded_exercises,37
side_curl_wheelchair,60,banded_exercises,37
overhead_press_wheelchair,61,banded_exercises,37
alternating_figure_eight,0,battle_rope,38
alternating_jump_wave,1,battle_rope,38
alternating_kneeling_to_standing_wave,2,battle_rope,38
alternating_lunge_wave,3,battle_rope,38
alternating_squat_wave,4,battle_rope,38
alternating_wave,5,battle_rope,38
alternating_wave_with_lateral_shuffle,6,battle_rope,38
clap_wave,7,battle_rope,38
double_arm_figure_eight,8,battle_rope,38
double_arm_side_to_side_snake,9,battle_rope,38
double_arm_side_wave,10,battle_rope,38
double_arm_slam,11,battle_rope,38
double_arm_wave,12,battle_rope,38
grappler_toss,13,battle_rope,38
hip_toss,14,battle_rope,38
in_and_out_wave,15,battle_rope,38
inside_circle,16,battle_rope,38
jumping_jacks,17,battle_rope,38
outside_circle,18,battle_rope,38
rainbow,19,battle_rope,38
side_plank_wave,20,battle_rope,38
sidewinder,21,battle_rope,38
sitting_russian_twist,22,battle_rope,38
snake_wave,23,battle_rope,38
split_jack,24,battle_rope,38
stage_coach,25,battle_rope,38
ultimate_warrior,26,battle_rope,38
upper_cuts,27,battle_rope,38
elliptical,0,elliptical,39
floor_climb,0,floor_climb,40
air_bike,0,indoor_bike,41
assault_bike,1,indoor_bike,41
stationary_bike,3,indoor_bike,41
rowing_machine,0,indoor_row,42
agility,0,ladder,43
speed,1,ladder,43
around_the_world,0,sandbag,44
back_squat,1,sandbag,44
bear_crawl_pull_through,2,sandbag,44
bear_hug_squat,3,sandbag,44
clean,4,sandbag,44
clean_and_press,5,sandbag,44
curl,6,sandbag,44
front_carry,7,sandbag,44
front_squat,8,sandbag,44
lunge,9,sandbag,44
overhead_press,10,sandbag,44
plank_pull_through,11,sandbag,44
rotational_lunge,12,sandbag,44
row,13,sandbag,44
russian_twist,14,sandbag,44
shouldering,15,sandbag,44
shoveling,16,sandbag,44
side_lunge,17,sandbag,44
sprint,18,sandbag,44
zercher_squat,19,sandbag,44
backward_drag,0,sled,45
chest_press,1,sled,45
forward_drag,2,sled,45
low_push,3,sled,45
push,4,sled,45
row,5,sled,45
lateral_swing,0,sledge_hammer,46
hammer_slam,1,sledge_hammer,46
stair_stepper,0,stair_stepper,47
chest_fly,0,suspension,49
chest_press,1,suspension,49
crunch,2,suspension,49
curl,3,suspension,49
dip,4,suspension,49
face_pull,5,suspension,49
glute_bridge,6,suspension,49
hamstring_curl,7,suspension,49
hip_drop,8,suspension,49
inverted_row,9,suspension,49
knee_drive_jump,10,suspension,49
knee_to_chest,11,suspension,49
lat_pullover,12,suspension,49
lunge,13,suspension,49
mountain_climber,14,suspension,49
pendulum,15,suspension,49
pike,16,suspension,49
plank,17,suspension,49
power_pull,18,suspension,49
pull_up,19,suspension,49
push_up,20,suspension,49
reverse_mountain_climber,21,suspension,49
reverse_plank,22,suspension,49
rollout,23,suspension,49
row,24,suspension,49
side_lunge,25,suspension,49
side_plank,26,suspension,49
single_leg_deadlift,27,suspension,49
single_leg_squat,28,suspension,49
sit_up,29,suspension,49
split,30,suspension,49
squat,31,suspension,49
squat_jump,32,suspension,49
tricep_press,33,suspension,49
y_fly,34,suspension,49
flip,0,tire,50
indoor_track_run,0,run_indoor,52
treadmill,1,run_indoor,52
bike,0,bike_outdoor,53
